id,cryptography_communications_security_cryptographer,cryptography_communications_security_secure_communications_operator,cyber_security_audit_assurance,cyber_security_governance_risk_management,cyber_security_governance_risk_management_industrial_control_systems,cyber_security_management,cyber_threat_intelligence,data_protection_privacy,digital_forensics,digital_forensics_industrial_control_systems,identity_access_management,incident_response,incident_response_industrial_control_systems,network_monitoring_intrusion_detection,secure_operations,secure_operations_industrial_control_systems,secure_system_architecture_design,secure_system_architecture_design_industrial_control_systems,secure_system_development,secure_system_development_industrial_control_systems,security_testing,vulnerability_management
1,0.13535555555555556,0.14502380952380953,0.45766666666666667,0.375,0.3,0.3546896551724138,0.6766904761904762,0.16324242424242424,0.43364583333333334,0.36517543859649126,0.1913529411764706,0.7703333333333333,0.6052619047619047,0.6081851851851852,0.4236428571428571,0.37068749999999995,0.1552222222222222,0.13304761904761903,0.1552222222222222,0.13304761904761903,0.3727450980392157,0.49797435897435893
2,0.5581777777777778,0.598047619047619,0.7098055555555556,0.7837083333333333,0.8269666666666666,0.6430919540229885,0.47254761904761905,0.7675151515151516,0.45289583333333333,0.5156666666666667,0.5120588235294117,0.3814848484848485,0.4819761904761905,0.5055555555555555,0.5279285714285715,0.5869375,0.25801851851851854,0.34265079365079365,0.25801851851851854,0.34265079365079365,0.44688235294117645,0.4196666666666667
3,0.7727111111111111,0.7564761904761905,0.6912777777777778,0.7684583333333334,0.8147666666666666,0.7202068965517242,0.8676904761904762,0.31300000000000006,0.7377291666666667,0.779140350877193,0.5641568627450981,1,1,1,0.663952380952381,0.7059583333333334,0.8970925925925926,0.9117936507936509,0.8970925925925926,0.9117936507936509,0.8910392156862745,1
4,0.7998666666666666,0.857,0.7674722222222223,0.8325833333333333,0.8660666666666667,0.8229195402298851,0.8480476190476192,0.6247878787878788,0.7469791666666666,0.7869298245614035,0.6798039215686275,0.9586666666666666,0.9675238095238095,0.9588888888888888,0.8927857142857142,0.9061874999999999,0.5582222222222222,0.6213333333333333,0.5582222222222222,0.6213333333333333,0.6291372549019608,0.8082051282051284
5,0.3001777777777778,0.32161904761904764,0.6316666666666667,0.6934166666666666,0.5913333333333333,0.5227586206896552,0.3907380952380953,0.610090909090909,0.3438125,0.3087894736842105,0.475,0.38536363636363635,0.32892857142857146,0.32755555555555554,0.42388095238095236,0.3937708333333333,0.23975925925925926,0.2229365079365079,0.23975925925925926,0.2229365079365079,0.2975294117647058,0.33407692307692305
6,0.5042222222222221,0.5402380952380952,0.41722222222222227,0.47650000000000003,0.39720000000000005,0.5021149425287357,0.5389285714285715,0.4298181818181818,0.4544791666666667,0.39114035087719307,0.550686274509804,0.5226666666666666,0.4220952380952381,0.6050740740740741,0.6831666666666667,0.6077708333333334,0.3222777777777778,0.28385714285714286,0.3222777777777778,0.28385714285714286,0.42605882352941177,0.6243589743589744
7,0.7244,0.7207619047619047,0.5471666666666666,0.6299166666666667,0.7039333333333334,0.6020804597701147,0.46990476190476194,0.6241212121212121,0.5292916666666666,0.5845789473684209,0.5341176470588236,0.4607272727272727,0.5504523809523809,0.5146296296296295,0.5790952380952381,0.6317083333333334,0.5422407407407407,0.5904126984126983,0.5422407407407407,0.5904126984126983,0.3925294117647059,0.43158974358974356
8,0.1912666666666667,0.20492857142857146,0.5337222222222222,0.6721666666666667,0.5574,0.3070574712643677,0.1951904761904762,0.6686060606060605,0.1174375,0.10924561403508772,0.34305882352941175,0.09890909090909093,0.09176190476190478,0.017777777777777778,0.0823095238095238,0.0843125,0.05588888888888889,0.05726984126984127,0.05588888888888889,0.05726984126984127,0.10462745098039214,0.0931025641025641
9,0.5826888888888888,0.5528809523809524,0.9019444444444444,0.9879583333333334,0.8310666666666667,0.733574712643678,0.5120238095238095,0.7590606060606061,0.5145624999999999,0.45473684210526316,0.5789803921568627,0.5184848484848485,0.43645238095238104,0.5044444444444444,0.4873095238095238,0.4518333333333333,0.36074074074074075,0.3285873015873016,0.36074074074074075,0.3285873015873016,0.4266666666666667,0.4632307692307692
10,0.41411111111111104,0.44369047619047614,0.52775,0.7102916666666667,0.7682333333333333,0.5401954022988507,0.47761904761904767,0.4649090909090909,0.4105625,0.5036315789473684,0.46070588235294113,0.42469696969696974,0.5479761904761905,0.4485925925925926,0.5457619047619048,0.6025416666666668,0.3174444444444445,0.41495238095238096,0.3174444444444445,0.41495238095238096,0.38325490196078427,0.44446153846153846
11,0.09297777777777777,0.09961904761904761,0.25836111111111115,0.3532083333333333,0.29583333333333334,0.17391954022988507,0.15638095238095237,0.24333333333333332,0.09233333333333334,0.08473684210526315,0.18301960784313726,0.10354545454545455,0.09083333333333334,0.08692592592592592,0.08721428571428572,0.08460416666666666,0.06783333333333333,0.06446031746031745,0.06783333333333333,0.06446031746031745,0.07641176470588235,0.1458974358974359
12,0.5327777777777778,0.5708333333333333,0.6998888888888888,0.6748333333333333,0.6175999999999999,0.7056436781609196,0.6758809523809524,0.6346060606060606,0.5306875000000001,0.4878070175438597,0.6084313725490196,0.7849696969696969,0.6722857142857142,0.6984814814814815,0.7968571428571428,0.7458333333333333,0.3552962962962963,0.3415555555555555,0.3552962962962963,0.3415555555555555,0.3834705882352942,0.6147435897435898
